Gene	cluster
CHD9NB	NA
CHD9	NA
ENSG00000280227	NA
ENSG00000279589	NA
RBL2	NA
ENSG00000279722	NA
AKTIP	NA
RPGRIP1L	NA
ENSG00000275191	NA
FTO	NA
ENSG00000280392	NA
ENSG00000307128	NA
CRNDE	NA
IRX5	NA
MMP2	cluster_13
ENSG00000279030	cluster_13
LPCAT2	NA
ENSG00000261997	NA
CAPNS2	NA
CES1	cluster_13
GNAO1	cluster_4
AMFR	NA
NUDT21	NA
ENSG00000288725	NA
OGFOD1	NA
BBS2	NA
MT3	NA
MT2A	cluster_8
ENSG00000291105	cluster_8
MT1E	cluster_5
MT1F	NA
MT1G	NA
MT1X	NA
ENSG00000259827	NA
NUP93-DT	NA
NUP93	NA
HERPUD1	cluster_8
ENSG00000261270	cluster_8
ENSG00000261114	cluster_8
CETP	NA
NLRC5	NA
CPNE2	NA
ENSG00000279019	NA
ENSG00000279803	NA
PSME3IP1	NA
RSPRY1	NA
ARL2BP	NA
ENSG00000260038	NA
PLLP	NA
CX3CL1	cluster_11
ENSG00000299579	NA
CIAPIN1	NA
COQ9	NA
ENSG00000260345	NA
POLR2C	NA
DOK4	NA
CCDC102A	NA
ADGRG1	cluster_5
KATNB1	NA
KIFC3	NA
ENSG00000276166	NA
CNGB1	NA
ZNF319	NA
USB1	NA
MMP15	cluster_8
CFAP20	NA
ENSG00000260927	NA
CSNK2A2	NA
CFAP263	NA
GINS3	cluster_15
NDRG4	NA
SETD6	NA
CNOT1	NA
ENSG00000276259	NA
SLC38A7	NA
GOT2	NA
ENSG00000245768	NA
ENSG00000293016	NA
CDH11	NA
ENSG00000278893	NA
LINC02126	NA
LINC00922	NA
ENSG00000260695	NA
ENSG00000305055	NA
LINC00920	NA
BEAN1	NA
BEAN1-AS1	NA
ENSG00000260851	NA
TK2	NA
ENSG00000261519	NA
CKLF	NA
CKLF-CMTM1	NA
CMTM1	NA
ENSG00000289353	NA
CMTM2	NA
CMTM3	NA
CMTM4	NA
DYNC1LI2	NA
ENSG00000260465	NA
DYNC1LI2-DT	NA
TERB1	NA
NAE1	NA
CA7	NA
PDP2	NA
RRAD	cluster_13
CIAO2B	NA
CES2	NA
ENSG00000265408	NA
CES3	cluster_4
CES4A	NA
ENSG00000289415	NA
ENSG00000280334	cluster_4
CBFB	NA
PHAF1	NA
B3GNT9	NA
TRADD	NA
FBXL8	NA
ENSG00000265690	NA
HSF4	NA
NOL3	NA
MATCAP1	NA
E2F4	NA
ELMO3	NA
ENSG00000280163	NA
FBXL9P	NA
TMEM208	NA
FHOD1	NA
SLC9A5	NA
ENSG00000262691	NA
PLEKHG4	NA
KCTD19	NA
LRRC36	NA
TPPP3	NA
ZDHHC1	NA
ENSG00000302421	NA
HSD11B2	NA
ATP6V0D1	NA
ATP6V0D1-DT	NA
CTCF-DT	NA
RIPOR1	NA
ENSG00000261396	NA
ENSG00000297582	NA
ENSG00000280214	NA
CTCF	NA
CARMIL2	NA
ACD	NA
PARD6A	NA
ENKD1	NA
C16orf86	cluster_13
GFOD2	NA
RANBP10	NA
ENSG00000270165	NA
TSNAXIP1	NA
CENPT	cluster_8
THAP11	NA
NUTF2	NA
EDC4	NA
ENSG00000263126	NA
NRN1L	NA
PSKH1	NA
CTRL	NA
ENSG00000261884	NA
PSMB10	NA
LCAT	NA
SLC12A4	NA
DPEP2	NA
DUS2	NA
DDX28	cluster_8
ENSG00000261864	NA
NFATC3	NA
ENSG00000262514	NA
ENSG00000263276	NA
ENSG00000262160	NA
ESRP2	NA
PLA2G15	cluster_8
SLC7A6	NA
SLC7A6OS	NA
ENSG00000279649	NA
PRMT7	NA
SMPD3	cluster_8
ENSG00000287760	NA
ZFP90	NA
CDH3	NA
CDH1	NA
TANGO6	NA
HAS3	cluster_4
DERPC	NA
CHTF8	NA
UTP4	NA
SNTB2	NA
ENSG00000260914	NA
VPS4A	NA
COG8	NA
PDF	NA
ENSG00000272617	NA
ENSG00000260371	NA
ENSG00000259900	NA
NIP7	NA
TMED6	NA
TERF2	NA
CYB5B	NA
ENSG00000260108	NA
NFAT5	NA
ENSG00000274093	NA
ENSG00000260772	NA
NQO1	cluster_5
ENSG00000261602	NA
NQO1-DT	NA
NOB1	NA
WWP2	NA
CLEC18A	NA
PDXDC2P-NPIPB14P	NA
ENSG00000291265	NA
PDPR	NA
SMG1P7	NA
ENSG00000291219	NA
EXOSC6	NA
AARS1	NA
DDX19B	NA
ENSG00000260537	NA
DDX19A-DT	NA
DDX19A	NA
ENSG00000285710	NA
ST3GAL2	NA
ENSG00000260111	NA
ENSG00000299063	NA
FCSK	NA
COG4	NA
SF3B3	NA
IL34	cluster_19
MTSS2	NA
ENSG00000279569	NA
VAC14	NA
VAC14-AS1	NA
ENSG00000279122	NA
HYDIN	cluster_4
CMTR2	NA
CALB2	cluster_4
ZNF23	NA
ENSG00000261611	NA
ENSG00000247324	NA
ZNF19	NA
MARVELD3	NA
PHLPP2	NA
AP1G1	NA
ATXN1L	NA
IST1	NA
ENSG00000279592	NA
ZNF821	NA
PKD1L3	NA
ENSG00000294600	NA
DHODH	NA
ENSG00000289937	NA
ENSG00000310525	NA
TXNL4B	NA
DHX38	NA
PMFBP1	NA
LINC01572	NA
ZFHX3-AS1	NA
ZFHX3	NA
ENSG00000271009	NA
PSMD7-DT	NA
ENSG00000275236	NA
PSMD7	NA
PDPR2P	NA
ENSG00000261079	NA
NPIPB15	NA
ENSG00000304089	NA
CLEC18B	cluster_8
GLG1	NA
RFWD3	NA
MLKL	cluster_8
WDR59	NA
ZNRF1	NA
ENSG00000247033	NA
LDHD	NA
ZFP1	NA
CTRB2	NA
CTRB1	NA
BCAR1	NA
ENSG00000280152	NA
CFDP1	NA
ENSG00000261783	NA
ENSG00000261717	NA
ENSG00000274220	NA
TMEM170A	NA
CHST6	NA
ENSG00000291051	NA
CHST5	NA
ENSG00000260092	NA
TMEM231	NA
ENSG00000259992	NA
GABARAPL2	NA
ENSG00000276523	NA
ENSG00000303887	NA
ADAT1	NA
KARS1	NA
TERF2IP	NA
MON1B	NA
SYCE1L	NA
NUDT7	NA
VAT1L	cluster_13
ENSG00000294341	NA
WWOX	cluster_13
ENSG00000276007	NA
MAF	cluster_4
ENSG00000278058	NA
DYNLRB2-AS1	NA
DYNLRB2	NA
CDYL2	NA
ENSG00000260064	NA
ARLNC1	NA
ENSG00000286221	NA
CMC2	NA
ENSG00000278985	NA
CENPN	cluster_15
CENPN-AS1	cluster_8
ENSG00000284512	NA
ENSG00000261061	NA
ATMIN	NA
C16orf46	NA
ENSG00000260643	NA
GCSH	NA
PKD1L2	NA
BCO1	NA
ENSG00000260495	NA
ENSG00000289067	NA
GAN	NA
CMIP	NA
ENSG00000297575	NA
ENSG00000279476	NA
ENSG00000279294	NA
ENSG00000279841	NA
PLCG2	cluster_4
SDR42E1	NA
HSD17B2	NA
MPHOSPH6	NA
CDH13	NA
ENSG00000260862	NA
HSBP1	NA
CDH13-AS2	NA
ENSG00000288849	NA
MLYCD	NA
OSGIN1	NA
NECAB2	NA
MBTPS1	NA
ENSG00000274677	NA
MBTPS1-DT	NA
HSDL1	NA
DNAAF1	NA
TAF1C	NA
WFDC1	NA
ATP2C2	NA
ENSG00000305404	NA
ATP2C2-AS1	NA
MEAK7	NA
COTL1	cluster_5
ENSG00000297285	NA
KLHL36	NA
USP10	NA
ENSG00000295471	NA
CRISPLD2	cluster_13
ZDHHC7	NA
ENSG00000289551	NA
KIAA0513	NA
CIBAR2	NA
ENSG00000275088	NA
ENSG00000300780	NA
GSE1	NA
ENSG00000287787	NA
LINC00311	NA
ENSG00000278716	NA
ENSG00000270124	NA
ENSG00000260417	NA
GINS2	cluster_15
C16orf74	NA
ENSG00000275393	NA
EMC8	NA
COX4I1	NA
ENSG00000295101	NA
ENSG00000268505	NA
LINC01081	NA
LINC00917	NA
FENDRR	NA
FOXF1	NA
ENSG00000270020	NA
MTHFSD	NA
FOXC2-AS1	NA
FOXC2	NA
ENSG00000261161	NA
FOXL1	NA
ENSG00000279142	NA
ENSG00000289423	NA
C16orf95	NA
ENSG00000131152	NA
C16orf95-DT	NA
FBXO31	NA
MAP1LC3B	NA
ZCCHC14	NA
ENSG00000276337	NA
ZCCHC14-DT	NA
JPH3	NA
ENSG00000277504	NA
ENSG00000226180	NA
KLHDC4	NA
ENSG00000260671	NA
ENSG00000302808	NA
ENSG00000260498	NA
SLC7A5	NA
ENSG00000300742	NA
ENSG00000305326	NA
BANP	NA
ENSG00000300189	NA
ENSG00000260166	NA
LINC02182	NA
ENSG00000261327	NA
ENSG00000261816	NA
ENSG00000300128	NA
ENSG00000300040	NA
ENSG00000300066	NA
ENSG00000307926	NA
ZNF469	NA
ZFPM1	NA
ZFPM1-AS1	NA
ENSG00000289151	NA
ZC3H18	NA
CYBA	NA
MVD	cluster_8
SNAI3-AS1	cluster_8
SNAI3	NA
RNF166	NA
CTU2	NA
ENSG00000278341	NA
PIEZO1	NA
ENSG00000260121	NA
HSALR1	NA
CDT1	cluster_15
APRT	NA
GALNS	NA
TRAPPC2L	NA
CBFA2T3	NA
ACSF3	NA
ENSG00000308834	NA
LINC00304	NA
LINC02138	NA
CDH15	NA
SLC22A31	NA
ZNF778-DT	NA
ZNF778	NA
ENSG00000308918	NA
ENSG00000295624	NA
ANKRD11	NA
ENSG00000268218	NA
ENSG00000288715	NA
ENSG00000261253	NA
ENSG00000261692	NA
SPG7	NA
ENSG00000261118	NA
RPL13	NA
ENSG00000304919	NA
CPNE7	NA
CHMP1A	NA
SPATA33	NA
ENSG00000275734	NA
CDK10	NA
LINC02166	NA
SPATA2L	NA
VPS9D1	NA
VPS9D1-AS1	NA
ZNF276	NA
FANCA	cluster_15
SPIRE2	NA
TCF25	NA
ENSG00000267048	NA
MC1R	NA
ENSG00000198211	cluster_5
ENSG00000259006	NA
TUBB3	cluster_5
DEF8	NA
CENPBD1P	NA
AFG3L1P	NA
DBNDD1	NA
GAS8	NA
URAHP	NA
PRDM7	NA
ENSG00000290739	NA
FAM157C	NA
LINC02887	NA
LINC02091	NA
RPH3AL	NA
ENSG00000241525	NA
LIAT1	NA
RFLNB	cluster_15
ENSG00000297664	NA
VPS53	NA
TLCD3A	NA
GEMIN4	NA
DBIL5P	NA
ENSG00000293903	NA
GLOD4	NA
ENSG00000262228	NA
MRM3	NA
ENSG00000262434	NA
NXN	NA
TIMM22	NA
ABR	NA
ENSG00000300095	NA
YWHAE	NA
CRK	NA
MYO1C	NA
INPP5K	NA
PITPNA-AS1	NA
PITPNA	NA
SLC43A2	cluster_4
SCARF1	NA
RILP	NA
PRPF8	NA
ENSG00000277597	NA
TLCD2	NA
MIR22HG	NA
WDR81	NA
SERPINF2	cluster_11
SERPINF1	cluster_19
SMYD4	NA
RPA1	NA
RTN4RL1	NA
DPH1	NA
ENSG00000287553	NA
OVCA2	NA
ENSG00000262533	NA
DPH1-AS1	NA
ENSG00000304643	NA
HIC1	NA
SMG6	NA
ENSG00000294296	NA
SRR	NA
TSR1	NA
SGSM2	NA
SGSM2-AS1	NA
MNT	NA
METTL16	NA
PAFAH1B1	NA
ENSG00000279432	NA
ENSG00000272911	NA
CLUH	NA
ENSG00000262050	NA
CCDC92B	NA
RAP1GAP2	cluster_8
OR1E1	NA
ENSG00000280268	NA
SPATA22	NA
ASPA	NA
TRPV3	NA
TRPV1	NA
ENSG00000262304	NA
ENSG00000261916	NA
SHPK	NA
CTNS	NA
CTNS-AS1	NA
TAX1BP3	NA
P2RX5-TAX1BP3	NA
EMC6	NA
P2RX5	cluster_4
ITGAE	NA
HASPIN	cluster_5
NCBP3	NA
CAMKK1	NA
P2RX1	NA
ATP2A3	cluster_13
ZZEF1	NA
CYB5D2	NA
ANKFY1	NA
ENSG00000263165	NA
ENSG00000305596	NA
ENSG00000274363	NA
UBE2G1	NA
SPNS2	NA
MYBBP1A	cluster_8
SMTNL2	cluster_13
ALOX15	NA
PELP1	NA
PELP1-DT	NA
ARRB2	cluster_19
MED11	NA
CXCL16	NA
ZMYND15	NA
VMO1	NA
PSMB6	NA
C17orf114	NA
PLD2	NA
MINK1	NA
CHRNE	NA
C17orf107	NA
GP1BA	NA
SLC25A11	NA
RNF167	NA
PFN1	NA
ENO3	NA
SPAG7	NA
CAMTA2	NA
CAMTA2-AS1	NA
INCA1	NA
KIF1C	NA
KIF1C-AS1	NA
ENSG00000305306	NA
SLC52A1	NA
ZFP3	NA
ENSG00000309719	NA
ZNF232-AS1	NA
ZNF232	NA
USP6	NA
ZNF594	NA
ZNF594-DT	NA
RABEP1	NA
NUP88	NA
RPAIN	NA
ENSG00000263272	NA
C1QBP	NA
DHX33	NA
DERL2	NA
MIS12	NA
NLRP1	cluster_8
ENSG00000286190	cluster_8
WSCD1	NA
PIMREG	cluster_15
PITPNM3	cluster_8
KIAA0753	NA
ENSG00000282936	NA
TXNDC17	NA
MED31	NA
C17orf100	NA
ENSG00000290366	NA
SLC13A5	NA
XAF1	cluster_13
FBXO39	NA
MIR497HG	NA
ALOX12	NA
RNASEK	NA
RNASEK-C17orf49	NA
C17orf49	NA
SLC16A13	NA
SLC16A11	NA
ASGR1	NA
DLG4	NA
ENSG00000279812	NA
ACADVL	NA
DVL2	NA
PHF23	NA
GABARAP	NA
ENSG00000262526	NA
ENSG00000279641	NA
CTDNEP1	NA
ENSG00000262302	NA
ELP5	NA
CLDN7	NA
SLC2A4	NA
YBX2	NA
EIF5A	cluster_5
GPS2	NA
ENSG00000261915	NA
NEURL4	NA
ACAP1	NA
KCTD11	NA
ENSG00000263171	NA
TMEM95	cluster_11
TNK1	NA
PLSCR3	NA
TMEM256-PLSCR3	NA
TMEM256	NA
NLGN2	NA
ENSG00000262880	NA
SPEM3	NA
ENSG00000286007	NA
TMEM102	NA
FGF11	NA
ENSG00000272884	NA
CHRNB1	NA
ENSG00000308645	NA
ZBTB4	NA
POLR2A	NA
TNFSF12	NA
TNFSF12-TNFSF13	NA
ENSG00000276384	NA
TNFSF13	NA
SENP3	NA
SENP3-EIF4A1	NA
EIF4A1	NA
ENSG00000264772	NA
CD68	NA
MPDU1-AS1	NA
MPDU1	NA
SOX15	NA
FXR2	NA
SHBG	NA
SAT2	NA
ATP1B2	cluster_11
TP53	NA
WRAP53	NA
EFNB3	cluster_19
DNAH2	NA
KDM6B	NA
ENSG00000288748	NA
TMEM88	NA
NAA38	NA
CYB5D1	NA
ENSG00000280046	NA
ENSG00000305371	NA
CHD3	NA
SCARNA21	NA
RNF227	NA
KCNAB3	cluster_13
ENSG00000262730	NA
TRAPPC1	NA
CNTROB	NA
ENSG00000294695	NA
ALOXE3	NA
HES7	NA
PER1	NA
ENSG00000263620	NA
ENSG00000301902	NA
VAMP2	NA
TMEM107	NA
BORCS6	NA
ENSG00000279152	NA
ENSG00000299228	NA
ENSG00000299214	NA
AURKB	cluster_15
LINC00324	cluster_13
CTC1	NA
PFAS	NA
ENSG00000269947	NA
SLC25A35	NA
RANGRF	NA
ENSG00000289984	NA
KRBA2	cluster_13
ENSG00000263809	NA
RPL26	NA
NDEL1	NA
MYH10	NA
NTN1	cluster_11
STX8	NA
ENSG00000271851	NA
CFAP52	NA
USP43	NA
GLP2R	cluster_11
RCVRN	cluster_13
GAS7	cluster_13
MYH2	NA
MYH3	NA
SCO1	NA
ADPRM	NA
TMEM220	NA
TMEM220-AS1	NA
ENSG00000266368	NA
ZNF18	NA
MAP2K4	NA
LINC00670	NA
MYOCD	cluster_19
ARHGAP44	NA
ELAC2	NA
HS3ST3A1	NA
COX10-DT	NA
COX10	NA
ENSG00000262786	NA
ENSG00000294706	cluster_8
HS3ST3B1	NA
ENSG00000266709	NA
ENSG00000266378	cluster_13
PMP22	NA
ENSG00000279660	cluster_8
ENSG00000265445	NA
TEKT3	NA
ENSG00000266667	NA
CDRT4	NA
TVP23C-CDRT4	NA
TVP23C	NA
ENSG00000266538	NA
FBXW10B	NA
ENSG00000251537	NA
TRIM16	NA
ZNF286A-TBC1D26	NA
ZNF286A	NA
TBC1D26	NA
ENSG00000276855	NA
ADORA2B	NA
ZSWIM7	NA
TTC19	NA
ENSG00000275413	NA
NCOR1	NA
ENSG00000227782	NA
PIGL	NA
CENPV	NA
ENSG00000307963	NA
ENSG00000307831	NA
UBB	NA
ENSG00000265401	NA
ENSG00000308416	NA
TRPV2	cluster_8
ENSG00000239203	cluster_8
SNHG29	NA
LRRC75A	NA
ZNF287	NA
ZNF624	NA
CCDC144A	NA
ENSG00000266302	NA
ENSG00000290976	NA
ENSG00000272815	NA
FAM106C	NA
ENSG00000287910	NA
MPRIP	NA
ENSG00000278864	NA
PLD6	NA
ENSG00000264187	NA
FLCN	NA
ENSG00000266498	NA
ENSG00000294588	NA
COPS3	NA
NT5M	NA
MED9	NA
RASD1	NA
PEMT	NA
ENSG00000306320	NA
ENSG00000264666	NA
SMCR2	NA
RAI1	NA
ENSG00000294573	NA
ENSG00000294595	NA
RAI1-AS1	NA
ENSG00000299826	NA
SREBF1	NA
TOM1L2	NA
DRC3	NA
ATPAF2	NA
ENSG00000280198	NA
GID4	NA
DRG2	NA
MYO15A	cluster_11
ENSG00000266677	NA
ALKBH5	NA
LLGL1	NA
FLII	NA
MIEF2	cluster_8
ENSG00000260647	NA
TOP3A	NA
SMCR8	NA
SHMT1	cluster_15
LINC02076	NA
LGALS9C	NA
ENSG00000290658	NA
FAM106A	NA
ENSG00000305080	NA
ZNF286B	cluster_11
FOXO3B	NA
TRIM16L	NA
FBXW10	NA
TVP23B	NA
ENSG00000265478	NA
ENSG00000289213	NA
ENSG00000304181	NA
PRPSAP2	NA
SLC5A10	NA
FAM83G	cluster_8
GRAP	NA
ENSG00000262202	NA
EPN2	NA
B9D1	NA
ENSG00000286799	NA
MAPK7	NA
MFAP4	cluster_13
RNF112	NA
ENSG00000235979	NA
LINC02094	NA
SLC47A1	cluster_8
ALDH3A2	cluster_11
ALDH3A1	NA
ULK2	cluster_13
ENSG00000270091	NA
AKAP10	NA
ENSG00000266126	NA
SPECC1	NA
ENSG00000293363	NA
ENSG00000293206	NA
ENSG00000291194	NA
ENSG00000291195	cluster_11
ENSG00000260907	NA
CCDC144NL-AS1	NA
USP22	NA
ENSG00000263986	NA
DHRS7B	NA
TMEM11	NA
TMEM11-DT	cluster_8
NATD1	NA
ENSG00000289453	NA
MAP2K3	cluster_8
KCNJ12	cluster_4
LINC02693	NA
UBBP4	NA
WSB1	NA
ENSG00000295161	NA
ENSG00000266313	NA
KSR1	cluster_13
ENSG00000266728	cluster_13
LGALS9	cluster_13
NOS2	NA
ENSG00000266202	NA
LYRM9	NA
ENSG00000301358	NA
NLK	NA
ENSG00000288923	NA
ENSG00000287721	NA
ENSG00000267644	NA
PYY2	cluster_4
ENSG00000260777	cluster_4
KRT18P55	NA
TMEM97	cluster_5
IFT20	NA
TNFAIP1	NA
POLDIP2	NA
TMEM199	NA
ENSG00000258924	NA
ENSG00000273171	NA
SARM1	NA
VTN	NA
SLC46A1	NA
ENSG00000265254	NA
RSKR	NA
SLC13A2	NA
UNC119	NA
PIGS	NA
ALDOC	NA
SPAG5	cluster_15
ENSG00000258472	NA
SPAG5-AS1	NA
BLTP2	NA
ENSG00000264044	NA
SDF2	NA
SUPT6H	NA
PROCA1	NA
RAB34	NA
ENSG00000295132	NA
RPL23A	NA
ENSG00000264577	NA
TLCD1	NA
NEK8	NA
ENSG00000265073	NA
TRAF4	NA
FAM222B	NA
ERAL1	NA
ENSG00000303564	NA
FLOT2	NA
DHRS13	NA
PHF12	NA
PIPOX	cluster_11
MYO18A	NA
NUFIP2	NA
ENSG00000306654	NA
ENSG00000264808	NA
TAOK1	NA
ABHD15	NA
TP53I13	NA
ENSG00000290082	NA
ENSG00000264290	NA
GIT1	NA
ANKRD13B	NA
CORO6	cluster_13
SSH2	NA
ENSG00000265625	NA
EFCAB5	cluster_4
NSRP1	NA
SLC6A4	NA
BLMH	NA
CPD	NA
GOSR1	NA
ENSG00000290404	NA
ENSG00000214719	NA
ENSG00000290395	NA
ENSG00000290450	NA
ENSG00000290928	NA
ENSG00000300335	NA
ENSG00000263603	NA
ENSG00000280069	NA
CRLF3	NA
ATAD5	cluster_19
ENSG00000265334	NA
ENSG00000263531	NA
TEFM	NA
ENSG00000275185	NA
ADAP2	NA
RNF135	NA
ENSG00000264456	NA
ENSG00000298294	NA
ENSG00000291063	NA
ENSG00000290858	NA
MIR4733HG	NA
NF1	NA
ENSG00000266371	NA
OMG	NA
EVI2B	cluster_8
ENSG00000265118	NA
EVI2A	NA
RAB11FIP4	NA
ENSG00000300349	NA
ENSG00000278546	NA
ENSG00000266877	NA
COPRS	cluster_5
UTP6	NA
SUZ12	NA
LRRC37B	NA
ENSG00000293287	NA
ENSG00000278867	NA
ENSG00000277511	NA
ENSG00000214708	NA
RHOT1	NA
ENSG00000280033	NA
RHBDL3	NA
ENSG00000265794	NA
C17orf75	NA
ZNF207	NA
ENSG00000274341	NA
ENSG00000278668	NA
ENSG00000266385	NA
ENSG00000279762	NA
ENSG00000264083	NA
PSMD11	NA
CDK5R1	NA
MYO1D	cluster_4
TMEM98	NA
ASIC2	NA
CCL2	NA
CCL7	NA
CCL11	cluster_13
CCL13	NA
TMEM132E	cluster_4
CCT6B	NA
ZNF830	NA
LIG3	NA
RFFL	NA
ENSG00000267618	NA
ENSG00000267457	NA
RAD51D	NA
NLE1	NA
UNC45B	NA
ENSG00000266947	NA
SLFN5	NA
SLFN11	cluster_19
ENSG00000302034	NA
ENSG00000267711	NA
ENSG00000267547	NA
ENSG00000267745	NA
SLFN12	NA
SLFN13	cluster_19
SLFN12L	NA
SLFN14	NA
SNHG30	NA
PEX12	NA
AP2B1	NA
RASL10B	NA
MMP28	NA
TAF15	NA
ENSG00000270894	NA
ENSG00000270240	NA
CCL5	NA
RDM1	NA
ENSG00000274767	NA
ENSG00000278097	NA
ENSG00000306718	NA
ZNHIT3	NA
MYO19	NA
PIGW	cluster_8
GGNBP2	NA
DHRS11	NA
MRM1	NA
ENSG00000275720	NA
AATF	NA
ENSG00000277589	NA
ACACA	NA
ENSG00000293218	NA
TADA2A	NA
DUSP14	NA
SYNRG	NA
ENSG00000277688	NA
DDX52	NA
ENSG00000302846	NA
TBC1D3L	NA
ENSG00000304197	NA
NPEPPSP1	NA
MRPL45	NA
GPR179	NA
SOCS7	NA
ARHGAP23	NA
ENSG00000276170	NA
SRCIN1	cluster_4
EPOP	NA
ENSG00000275532	NA
ENSG00000277969	NA
MLLT6	NA
CISD3	NA
PCGF2	NA
ENSG00000277182	cluster_13
PSMB3	NA
PIP4K2B	NA
CWC25	NA
SPMAP1	NA
RPL23	NA
LASP1	NA
ENSG00000265784	NA
LASP1NB	cluster_13
RDM1P5	NA
PLXDC1	cluster_13
CACNB1	NA
ENSG00000299210	NA
RPL19	NA
FBXL20	NA
ENSG00000266469	NA
MED1	NA
CDK12	NA
STARD3	NA
TCAP	NA
PGAP3	NA
ERBB2	NA
ENSG00000305964	NA
MIEN1	NA
GRB7	cluster_11
GSDMB	NA
ORMDL3	NA
PSMD3	NA
ENSG00000265799	NA
CSF3	NA
MED24	NA
THRA	NA
NR1D1	NA
ENSG00000279199	NA
ENSG00000303567	NA
MSL1	NA
ENSG00000310351	NA
CASC3	NA
RAPGEFL1	NA
WIPF2	NA
CDC6	cluster_5
RARA	NA
RARA-AS1	NA
GJD3	cluster_13
GJD3-AS1	NA
ENSG00000301152	NA
TOP2A	cluster_15
IGFBP4	NA
TNS4	NA
ENSG00000266088	NA
ENSG00000308563	NA
CCR7	NA
ENSG00000296406	NA
SMARCE1	NA
ENSG00000264058	NA
ENSG00000278834	NA
KRT10	NA
KRT10-AS1	NA
ENSG00000265359	NA
ENSG00000234477	NA
KRT23	NA
ENSG00000306126	NA
KRTAP1-5	cluster_8
KRTAP1-3	NA
KRTAP1-1	NA
KRTAP2-2	NA
KRTAP2-3	cluster_8
KRTAP2-4	NA
KRTAP4-9	NA
ENSG00000295967	cluster_8
KRT33B	NA
KRT34	cluster_8
ENSG00000234859	NA
KRT38	NA
KRT13	NA
KRT15	cluster_8
KRT19	cluster_8
KRT17	cluster_4
ENSG00000309800	NA
EIF1	NA
HAP1	cluster_4
JUP	NA
P3H4	NA
FKBP10	NA
NT5C3B	NA
KLHL10	NA
ENSG00000259623	NA
KLHL11	NA
ACLY	cluster_8
ENSG00000274630	NA
ODAD4	NA
CNP	NA
DNAJC7	NA
NKIRAS2	NA
C17orf113	cluster_13
DHX58	cluster_11
KAT2A	NA
ENSG00000267261	NA
HSPB9	NA
RAB5C	NA
RAB5C-AS1	NA
KCNH4	NA
GHDC	NA
STAT5B	NA
ENSG00000236194	NA
ENSG00000278829	NA
STAT5A	cluster_13
STAT3	NA
CAVIN1	NA
ENSG00000289579	NA
ENSG00000294400	NA
ATP6V0A1	cluster_8
ENSG00000267632	NA
ENSG00000300389	NA
NAGLU	NA
ENSG00000266929	NA
ENSG00000304458	NA
ENSG00000304438	NA
HSD17B1-AS1	NA
HSD17B1	NA
COASY	NA
MLX	NA
PSMC3IP	NA
ENSG00000287710	NA
RETREG3	NA
TUBG1	NA
TUBG2	NA
PLEKHH3	NA
CCR10	NA
ENSG00000267042	NA
CNTNAP1	NA
ENSG00000267765	NA
EZH1	NA
RAMP2-AS1	NA
RAMP2	NA
VPS25	NA
WNK4	cluster_4
COA3	NA
BECN1	NA
PSME3	NA
AOC2	NA
AOC3	NA
AOC4P	NA
AARSD1	NA
PTGES3L-AARSD1	NA
ENSG00000308697	NA
PTGES3L	NA
RUNDC1	NA
RPL27	NA
IFI35	NA
VAT1	cluster_8
RND2	NA
BRCA1	cluster_5
NBR2	NA
ENSG00000267002	NA
NBR1	NA
TMEM106A	NA
LINC00910	NA
ENSG00000279602	NA
ENSG00000307884	NA
ENSG00000288909	NA
ARL4D	NA
DHX8	NA
ETV4	NA
MEOX1	NA
DUSP3	cluster_8
CFAP97D1	NA
MPP3	NA
MPP2	NA
PYY	NA
NAGS	NA
TMEM101	NA
ENSG00000305936	NA
LSM12	NA
G6PC3	NA
HDAC5	NA
ENSG00000300394	NA
HROB	NA
ASB16-AS1	NA
ASB16	NA
TMUB2	NA
ATXN7L3	NA
ATXN7L3-AS1	NA
UBTF	NA
SLC4A1	NA
RUNDC3A-AS1	cluster_4
RUNDC3A	NA
SLC25A39	NA
ENSG00000288961	NA
GRN	NA
FAM171A2	NA
ITGA2B	NA
GPATCH8	NA
FZD2	NA
ENSG00000305587	NA
MEIOC	NA
CCDC43	NA
ENSG00000267160	NA
ENSG00000279879	cluster_8
DBF4B	NA
ADAM11	NA
ENSG00000267405	NA
GJC1	cluster_15
EFTUD2	NA
CCDC103	NA
FAM187A	NA
KIF18B	cluster_15
NMT1	NA
C1QL1	cluster_19
ENSG00000294432	NA
DCAKD	NA
PLCD3	NA
ACBD4	NA
ENSG00000276728	NA
HEXIM1	NA
HEXIM2-AS1	cluster_11
HEXIM2	NA
ENSG00000267288	NA
FMNL1-DT	cluster_19
FMNL1	cluster_19
FMNL1-AS1	NA
ENSG00000293499	NA
MAP3K14-AS1	NA
SPATA32	cluster_13
MAP3K14	NA
ARHGAP27	NA
PLEKHM1	NA
ENSG00000267198	NA
ENSG00000291175	NA
ENSG00000266918	NA
ENSG00000304996	NA
ENSG00000280022	NA
ENSG00000295828	NA
LINC02210	NA
LINC02210-CRHR1	NA
MAPT	NA
KANSL1	NA
KANSL1-AS1	NA
ENSG00000291018	NA
ARL17B	NA
LRRC37A	NA
ARL17A	NA
LRRC37A2	NA
NSF	NA
WNT3	NA
GOSR2-DT	NA
GOSR2	NA
ENSG00000262633	NA
ENSG00000291209	NA
ENSG00000262879	NA
CDC27	NA
ENSG00000262265	NA
MYL4	NA
ITGB3	NA
